Company,ticker,T/V
iShr S&P US MidCapUn,XMC,T
iShr S&P USMdCpCADHG,XMH,T
iShares S&P/TSX60 Un,XIU,T
iShr CdnDivAristo Un,CDZ,T
iShare CdnDivAristAd,CDZ.A,T
iShares CdnPref Un,CPD,T
iShares CdnPref Adv,CPD.A,T
iShares Consumr Stpl,XST,T
iShares S&P/TSX Engy,XEG,T
iShares S&P/TSX Fins,XFN,T
iShares S&P/TSX Tech,XIT,T
iShare S&P/TSX Matrl,XMA,T
iShares S&P/TSX REIT,XRE,T
iShares S&P/TSX Util,XUT,T
iShr S&P/TSX Cmpletn,XMD,T
iShr SP/TSXGblBseMtl,XBM,T
iShares S&P/TSX Gold,XGD,T
iShr S&PTSX NA PrStk,XPF,T
IShare SP/TSX SmlCap,XCS,T
iShr ShDuratn HighUn,CSD,T
iShr ShDuratn HighAd,CSD.A,T
iShr ST StratgFxd Un,XSI,T
iShr Sil Bul Hdgd Un,SVR,T
iShr Sil Bul Nn-Hdgd,SVR.C,T
iShr US HiDiv EqtyUn,XHU,T
iShare US HighDiv Eq,XHD,T
iShares US HiYld Bnd,XHY,T
iShr US HiYldIncm Un,CHB,T
iShr US HiYldIncm Ad,CHB.A,T
iShare US IG CorpBnd,XIG,T
iShares US Small Cap,XSU,T
iShare US DivGrow Un,CUD,T
iShare US DivGro Adv,CUD.A,T
iShares US Fndmtl Un,CLU,T
iShares US Fndmtl Ad,CLU.A,T
iShares US Fndmntl B,CLU.B,T
iShares US Fndmntl C,CLU.C,T
Ithaca Energy Inc.,IAE,T
Ivanhoe Mines Cl A J,IVN,T
Jean Coutu Group SV,PJC.A,T
JFT Strategies A Un,JFS.UN,T
Journey Energy Inc.,JOY,T
Jura Energy Corp.,JEC,T
Just Energy Group,JE,T
Just Engy Grp 6% Db,JE.DB,T
Just Engy Grp 5.75Db,JE.DB.B,T
K-Bro Linen Inc.,KBL,T
Karnalyte Res J,KRN,T
Katanga Mining Ltd.,KAT,T
Keg Royalties Fnd Un,KEG.UN,T
Kelso Technologies,KLS,T
Kelt Expl Ltd. J,KEL,T
Kerr Mines Inc. J,KER,T
Keyera Corp.,KEY,T
Killam REIT 5.65Db J,KMP.DB.A,T
Killam REIT 5.45Db J,KMP.DB.B,T
Killam Apt REIT Un J,KMP.UN,T
Kinaxis Inc. J,KXS,T
Kingsway Financial,KFS,T
Kingsway Fin B Wt US,KFS.WT.V,T
Kinross Gold Corp.,K,T
Kirkland Lake Gld J,KGI,T
Kirkland Lake 6%Db J,KGI.DB,T
Kirklnd Lake 7.5Db J,KGI.DB.A,T
Klondex Mines Ltd. J,KDX,T
Knight Therapeutics,GUD,T
KP Tissue Inc.,KPT,T
Labrador Iron Ore,LIF,T
Lake Shore Gold J,LSG,T
Lake Shore Gld Deb J,LSG.DB,T
Lanesborough Sr G Db,LRT.DB.G,T
Lanesborough Tr Un J,LRT.UN,T
Laramide Resources J,LAM,T
Lassonde Ind Cl A SV,LAS.A,T
Laurentian Bk of Can,LB,T
Laurentian Bk Pr 11,LB.PR.F,T
Laurentian Bk Pr 13,LB.PR.H,T
Chateau Inc(Le) A SV,CTU.A,T
LeadFX Inc. J,LFX,T
Leon's Furniture Ltd,LNF,T
Leon's Furniture Db,LNF.DB,T
Levon Resources J,LVN,T
Lexam VG Gold Inc. J,LEX,T
Life & Banc Split A,LBS,T
Life & Banc Split Pr,LBS.PR.A,T
Lightstream Res Ltd,LTS,T
Ltd DuratnInvstGrdUS,PFD.U,T
Ltd DuratnInvstGrd,PFD.UN,T
Linamar Corporation,LNR,T
Liquor Stores NA Ltd,LIQ,T
Liquor Stores 5.85Db,LIQ.DB.A,T
Loblaw Companies Ltd,L,T
Loblaw Co. Ser B Pr,L.PR.B,T
Logan Int'l Inc.,LII,T
Logistec Corp. A MV,LGT.A,T
Logistec Corp Cl B,LGT.B,T
Loncor Resources J,LN,T
Long Run Expl Ltd. J,LRE,T
Long Run Expl Deb J,LRE.DB,T
LowVolatlty CdnEq Un,LOW.UN,T
Low Voltlty US Eq Un,LVU.UN,T
Lucara Diamond J,LUC,T
Lumenpulse Inc. J,LMP,T
Luna Gold Corp. J,LGC,T
Lundin Gold Inc. J,LUG,T
Lundin Mining Corp,LUN,T
Lydian Int'l Ord J,LYD,T
Lysander-SlatrPrActv,PR,T
M Split Corp. 14 Cap,XMF.A,T
M Split Corp Cl 1 Pr,XMF.PR.B,T
M Split Corp 14-2 Pr,XMF.PR.C,T
MacDonald Dettwiler,MDA,T
MacKenzie Master Un,MKZ.UN,T
Macquarie EmrgMkt Un,MQA.UN,T
Macquari GlbInfrasUn,MQI.UN,T
Mad Catz Interactv J,MCZ,T
Madison Pacific Cl B,MPC,T
Madison Pacific NV C,MPC.C,T
MAG Silver Corp. J,MAG,T
Magellan Aerospace,MAL,T
Magna Int'l Inc.,MG,
Mainstreet Equity J,MEQ,T
Major Drilling Group,MDI,T
Mandalay Res Corp J,MND,T
Manitoba Telecom,MBT,T
Manulife Financial,MFC,T
Manulife Fin Sr 2 Pr,MFC.PR.B,T
Manulife Fin A Pr 3,MFC.PR.C,T
Manulife Fin Sr 3 Pr,MFC.PR.F,T
Manulife Fin Sr 5 Pr,MFC.PR.G,T
Manulife Fin Sr 7 Pr,MFC.PR.H,T
Manulife Fin Sr 9 Pr,MFC.PR.I,T
Manulife Fin Sr11 Pr,MFC.PR.J,T
Manulife Fin Sr13 Pr,MFC.PR.K,T
Manulife Fin Sr15 Pr,MFC.PR.L,T
Manulife Fin Sr17 Pr,MFC.PR.M,T
Manulife Fin Sr19 Pr,MFC.PR.N,T
Manulife Fin Sr21 Pr,MFC.PR.O,T
Manulife FltgRtLn Un,MFR.UN,T
Manulife US Regnl Un,MBK.UN,T
Maple Leaf Foods Inc,MFI,T
Marathon Gold Corp J,MOZ,T
Marquest Cdn Eqty Un,MIF.UN,T
Marret High Yield Un,MHY.UN,T
Marret Invest Bnd Un,MIG.UN,T
Marret Multi-Stgy Un,MMF.UN,T
Marret Resource J,MAR,T
"Mart Resources, Inc.",MMT,T
Martinrea Int'l Inc.,MRE,T
Mawson Resources J,MAW,T
Mawson West Ord J,MWE,T
Maxim Power Corp.,MXG,T
MBAC Fertilizer J,MBC,T
MBAC Fertilizer Wt J,MBC.WT,T
MBN Corporation Eqty,MBN,T
MCAN Mortgage Corp.,MKP,T
McCoy Global Inc.,MCB,T
McEwen-Minera Exch J,MAQ,T
McEwen Mining Inc. J,MUX,T
MDN Inc. J,MDN,T
Meadow Bay Gold J,MAY,T
Mediagrif Interactv,MDF,T
Medical Facilities,DR,T
Medical Fac 5.9% Deb,DR.DB.A,T
MEG Energy Corp.,MEG,T
Mega Uranium Ltd. J,MGA,T
Melcor Developments,MRD,T
Melcor REIT 5.5 Deb,MR.DB,T
Melcor REIT Un,MR.UN,T
Mercer Int'l Inc. US,MRI.U,T
Merus Labs Int'l J,MSL,T
Metalore Resources,MET,T
Methanex Corporation,MX,T
Metro Inc.,MRU,T
Microbix Biosystms J,MBX,T
Midas Gold Corp. J,MAX,T
Middlefld Can-Glb Un,RCO.UN,T
Migao Corporation,MGO,T
Milestone AptREIT Un,MST.UN,T
Minco Gold Corp. J,MMM,T
Minco Silver Corp J,MSV,T
Mines Management J,MGT,T
MINT Incme Fnd Tr Un,MID.UN,T
Mitel Networks Corp.,MNW,T
Mogo Finance Tech J,GO,T
MolsonCoors Cda A LV,TPX.A,T
MolsonCoors Cda B NV,TPX.B,T
Moneda LatAm CorpBnd,MLD.UN,T
Moneda LatAmFxd A Un,MLF.UN,T
Moneda LatAmGrowthUn,MLE.UN,T
Moneta Porcupine J,ME,T
Mood Media Corp. J,MM,T
Morguard Corporation,MRC,T
Morguard NA REIT Deb,MRG.DB,T
Morguard NA REIT UN,MRG.UN,T
Morguard REIT 4.85Db,MRT.DB.A,T
Morguard Real Est Un,MRT.UN,T
Morneau Shepell Inc.,MSI,T
Morneau Shepell Deb,MSI.DB,T
Mountain Province J,MPV,T
MTY Food Group Inc.,MTY,T
Mullen Group Ltd.,MTL,T
Namibia Rare Earth J,NRE,T
NAPEC Inc. J,NPC,T
Nat'l Bank of Canada,NA,T
Nat'l Bank Ser 28 Pr,NA.PR.Q,T
Nat'l Bank Ser 30 Pr,NA.PR.S,T
Nat'l Bank Ser 32 Pr,NA.PR.W,T
Nat'l Bank Ser 34 Pr,NA.PR.X,T
Nautilus Minerals J,NUS,T
Nautilus Minrl Rt J,NUS.RT,T
NDX Growth&Incm A Un,NGI.UN,T
Neovasc Inc. J,NVC,T
Neptune Tech & Bio J,NTB,T
"NeuLion, Inc. J",NLN,T
Nevada Copper Corp J,NCU,T
Nevsun Resources J,NSU,T
New Flyer Industries,NFI,T
New Flyer 6.25 Db US,NFI.DB.U,T
New Gold Inc.,NGD,T
New Gold Inc A Wt,NGD.WT.A,T
New Look Vision J,BCI,T
New Millenm Iron J,NML,T
New Pacific Metals J,NUX,T
Newalta Corporation,NAL,T
Nfld Capital Cl A SV,NCC.A,T
Nfld Capital Cl B MV,NCC.B,T
Newgrowth Cl A Cap,NEW.A,T
Newgrowth Corp. Pr 3,NEW.PR.D,T
Newmarket Gold Inc J,NMI,T
Newmarket Gld 8%Db J,NMI.DB,T
Newmarket Gld Wt J,NMI.WT,T
NexC Partners Corp A,NXC,T
NexJ Systems Inc. J,NXJ,T
NGEx Resources Inc J,NGQ,T
Niko Resources,NKO,T
Niko Resources 7% Nt,NKO.NT,T
NioCorp Dev Ltd. J,NB,T
Nobilis Health Corp.,NHC,T
Nobilis Health Wt,NHC.WT,T
Noranda Incm PriorUn,NIF.UN,T
Norbord Inc.,OSB,T
Norsat International,NII,T
N.A. Advantg Conv Un,NCD.UN,T
N.A. Energy Partners,NOA,T
NA Fin 15 Split A,FFN,T
NA Fin 15 Split 2 Pr,FFN.PR.A,T
N.A. Palladium Ltd.,PDL,T
Nth American Pref Un,NPF.UN,T
NA REIT Income Un,NRF.UN,T
Northcliff Res Ltd J,NCF,T
Northrn Blizzard Res,NBZ,T
Nthrn Dynasty Min J,NDM,T
Nthrn Dynasty Wt J,NDM.WT,T
Nthrn Dynasty Wt J A,NDM.WT.A,T
Nthn Power Systems J,NPS,T
Northland Power Inc.,NPI,T
Northland Pwr 5% Deb,NPI.DB.B,T
Northland Pwr 4.75Db,NPI.DB.C,T
Northland Pwr Pr 1,NPI.PR.A,T
Northland Pwr Pr 2,NPI.PR.B,T
Northland Pwr Pr 3,NPI.PR.C,T
Nthview Apt REIT Db,NVU.DB,T
Nthview Apt REIT Un,NVU.UN,T
NW Healthcare Deb,NWH.DB,T
NW Healthcare 6.5%Db,NWH.DB.A,T
NW Healthcare 7.5%Db,NWH.DB.B,T
NW Healthcare7.25%Db,NWH.DB.C,T
NW Healthcare 5.5%Db,NWH.DB.D,T
NW Healthcare Un,NWH.UN,T
NovaCopper Inc. J,NCQ,T
Novadaq Tech Inc. J,NDQ,T
NovaGold Resources J,NG,T
NuVista Energy Ltd.,NVA,T
Nuvo Research Inc.,NRI,T
Oando Energy Res J,OER,T
Oando Energy Wt J,OER.WT,T
Oban Mining Corp. J,OBM,T
Oban Mining Corp. Wt,OBM.WT,T
OceanaGold Corp.,OGC,T
OCP Credit Stgy Un,OCS.UN,T
OCP Senior Credit Un,OSL.UN,T
Oil Sands Sector Un,OSF.UN,T
Olympia Fin Group,OLY,T
Oncolytics Biotech,ONC,T
OneREIT 5.45% Deb,ONR.DB.B,T
OneREIT 5.50% Deb,ONR.DB.C,T
OneREIT Un,ONR.UN,T
Onex Corporation SV,OCX,T
Open Text Corp,OTC,T
Opta Minerals Inc.,OPM,T
Orbit Garant Drill,OGD,T
Orbite Tech Inc. J,ORT,T
Orbite Tech J 5% Deb,ORT.DB.B,T
Orbite Tech J 2/21Db,ORT.DB.C,T
Orocobre Ltd. Ord J,ORL,T
Orosur Mining Inc.,OMI,T
Orsu Metals Corp. J,OSU,T
Orvana Minerals J,ORV,T
Oryx Pete Corp. J,OXC,T
Osisko Gld Royalty,OR,T
Osisko Gold Rlty Wt,OR.WT,T
Osisko Gld Rlty Wt A,OR.WT.A,T
OVIVO INC. Cl A SV,OVI.A,T
OVIVO INC. Cl B MV,OVI.B,T
Pacific&Wstrn Bank J,PWB,T
Pacific&Wstrn Pr 1 J,PWB.PR.A,T
Pacific&Wstrn Pr 3 J,PWB.PR.B,T
Pacific Expl & Prod,PRE,T
Pacific Insight Elec,PIH,T
Painted Pony Pete J,PPY,T
Paladin Energy Ord J,PDN,T
Pan American Silver,PAA,T
Paramount Res Cl A,POU,T
Parex Resources J,PXT,T
Parkland Fuel Corp.,PKI,T
Partners REIT 6% Deb,PAR.DB.A,T
Partners REIT 5.5 Db,PAR.DB.B,T
Partners REIT Un,PAR.UN,T
Partners Val AA Pr 1,PVS.PR.A,T
Partners Val AA Pr 3,PVS.PR.B,T
Partners Val AA Pr 5,PVS.PR.C,T
Partners Val AA Pr 6,PVS.PR.D,T
Partners Val AA Pr 7,PVS.PR.E,T
Pason Systems Inc.,PSI,T
Pathfinder Income Un,PCD.UN,T
Pattern Energy Grp A,PEG,T
Pembina Pipeline,PPL,T
Pembina Pipe5.75Db F,PPL.DB.F,T
Pembina Pipe Sr 1 Pr,PPL.PR.A,T
Pembina Pipe Sr 3 Pr,PPL.PR.C,T
Pembina Pipe Sr 5 Pr,PPL.PR.E,T
Pembina Pipe Sr 7 Pr,PPL.PR.G,T
Pembina Pipe Sr 9 Pr,PPL.PR.I,T
Pembina Pipe Pr 11,PPL.PR.K,T
Pengrowth Energy,PGF,T
Pengrwth 6.25%Mar Db,PGF.DB.B,T
Penn West Petroleum,PWT,T
Peregrine Diamonds J,PGD,T
Performance Sports,PSG,T
Perk.com Inc. J,PER,T
Perpetual Energy Inc,PMT,T
Perseus Mining Ord J,PRU,T
Petrowest Corp. Cl A,PRW,T
Petrus Resources J,PRQ,T
Peyto Expl & Dev,PEY,T
PFB Corporation,PFB,T
PHX Energy Services,PHX,T
Picton Mahoney A Un,PMB.UN,T
Pilot Gold Inc. J,PLG,T
PIMCO Gbl IncmOpp Un,PGI.UN,T
PineBrdge InvGrd Sec,PRF.UN,T
Pinetree Capital J,PNP,T
Pinetree Cap 10%Db J,PNP.DB,T
Pizza Pizza Royalty,PZA,T
Platinum Grp Metal J,PTM,T
Plaza Retail Tr8% Db,PLZ.DB.B,T
Plaza Retail Tr 7%Db,PLZ.DB.C,T
Plaza RetailTr5.75Db,PLZ.DB.D,T
Plaza Retail REIT Un,PLZ.UN,T
Points Int'l Ltd. J,PTS,T
Polaris Infras J,PIF,T
Polaris Materials J,PLS,T
Pollard Banknote Ltd,PBL,T
Polymet Mining J,POM,T
Posera-HDX Ltd. J,PAY,T
Postmedia Ntwrk C J,PNC.A,T
Postmedia Ntwrk VV J,PNC.B,T
Potash Corp of Sask,POT,T
Potash Ridge Corp. J,PRK,T
Power Corp of Cda SV,POW,T
Power Corp 5.6% Pr A,POW.PR.A,T
Power Corp 5.35% Pr,POW.PR.B,T
Power Corp 5.80% Pr,POW.PR.C,T
Power Corp 5.00% Pr,POW.PR.D,T
Power Corp Part. Pr,POW.PR.E,T
Power Corp Sr861stPr,POW.PR.F,T
Power Corp 5.6% Pr G,POW.PR.G,T
Power Financial Corp,PWF,T
Power Financial Pr A,PWF.PR.A,T
Power Financial Pr D,PWF.PR.E,T
Power Fin 5.25% Pr E,PWF.PR.F,T
Power Fin 5.90% Pr F,PWF.PR.G,T
Power Fin 5.75% Pr H,PWF.PR.H,T
Power Fin 6% Pr I,PWF.PR.I,T
Power Fin 4.95% Pr K,PWF.PR.K,T
Power Fin 5.10% Pr L,PWF.PR.L,T
Power Fin 5.80% Pr O,PWF.PR.O,T
Power Fin 4.40% Pr P,PWF.PR.P,T
Power Financial Pr Q,PWF.PR.Q,T
Power Fin 5.50% Pr R,PWF.PR.R,T
Power Fin 4.80% Pr S,PWF.PR.S,T
Power Fin 4.20% Pr T,PWF.PR.T,T
PwrShr 1-3Yr LadFltg,PFL,T
PwrShares CorpBnd Un,PSB,T
PwrShares Cdn Div Un,PDC,T
PwrShares Cdn Pr Un,PPS,T
PwrShr FTSE RAFI Cdn,PXC,T
PwrShrFTSE CA Sml-Md,PZC,T
PwrShr FTSERAF GlbCA,PZW,T
PwrShr FTSERAF GlbUS,PZW.U,T
PwrShrFTSE Glb+Fndmn,PXG,T
PwrShrFTSE Glb+FndUS,PXG.U,T
PwrShrFTSE USFnd CAD,PXS,T
PwrShrFTSE USFnd US,PXS.U,T
PwrShrs FTSE RAFI US,PXU,T
PwrShr HY CorpBnd Un,PFH,T
PwrShr Glb ShrhldrCA,PSY,T
PwrShr Glb ShrhldrUS,PSY.U,T
PwrShr LddrRtUS0-5Yr,USB,T
PwrShr LddrRtO-5YrUS,USB.U,T
PwrShr LowVolPortfl,PLV,T
PwrShares QQQCADH Un,QQC,T
PwrShr LowVol CH Idx,ULV,T
PwrShr S&P EmrgMkts,ELV,T
PwrShr S&PIntl LwVol,ILV,T
PowrShr LowVltlty Un,TLV,T
PwrShr SrLoan(C Hdg),BKL,T
Powershr TactBond Un,PTB,T
PwrShr Ultr LiqLTGvt,PGL,T
PrairieSky Royalty,PSK,T
Precious Mtl&Mine Un,MMP.UN,T
Precious Mtl Buln Un,PBU.UN,T
Precision Drill Corp,PD,T
Preferred Invest Un,PSF.UN,T
Premier Gold Mines J,PG,T
Premium Brands Hldgs,PBH,T
Premium Brands 5.5Db,PBH.DB.C,T
Premium Brand 5% Deb,PBH.DB.D,T
Premium Income Cl A,PIC.A,T
Premium Income Pr,PIC.PR.A,T
Pretium Resources J,PVG,T
Prime Dividend Cl A,PDV,T
Prime Dividend Pr,PDV.PR.A,T
Primero Mining Corp.,P,T
Primero Mining US Db,P.DB.U,T
Primero Mng 5.75USDb,P.DB.V,T
Progressive Waste,BIN,T
ProMetic Life J,PLI,T
ProMIS Neurosci J,PMN,T
Prophecy Dev Corp. J,PCY,T
Pulse Seismic Inc.,PSD,T
Pure Industrial Un,AAR.UN,T
Pure Tech Ltd. J,PUR,T
Purpose Best Ideas,PBI,T
Purpose Best NnCurHg,PBI.B,T
Purpose Core Div Fnd,PDF,T
Purpose DiversRl Ast,PRA,T
Purpose Duratn HgREF,PHR,T
Purpose Enhnc US Eq,PEU,T
Purpose EnhncUSNnCur,PEU.B,T
Purpose High IntSvgs,PSA,T
Purpose Intl Div Un,PID,T
Purpose Intl TacHgEq,PHW,T
Purpose Monthly Incm,PIN,T
Purpose Mult-StgyNeu,PMM,T
Purpose Prem Yld ETF,PYF,T
Purpose Tact Hegd Eq,PHE,T
Purpose TacHg NN-Cur,PHE.B,T
Purpose TacInvestBnd,BND,T
Purpose Tot Ret Bond,PBD,T
Purpose US Cash USF,PSU.U,T
Purpose US DivETF Un,PUD,T
Purpose US Div NnCur,PUD.B,T
PWC Capital Inc.,PWC,T
PWC Capital Inc C Nt,PWC.NT.C,T
PWC Capital 7% Pr,PWC.PR.A,T
PWC Capital Inc B Pr,PWC.PR.B,T
QLT Inc.,QLT,T
Quebecor Inc Cl A MV,QBR.A,T
Quebecor Inc Cl B SV,QBR.B,T
Quest Rare Min J,QRM,T
Quest Rare Min Wt J,QRM.WT,T
Questerre Corp. J,QEC,T
Questrade FxdIncm+Un,QCP,T
Questrade GloblEq Un,QGE,T
QuestrdRs1000USCnsmr,QRD,T
Quest Rs1000USHealth,QRH,T
Quest Rs1000USIndust,QRI,T
Questr Rs1000US Tech,QRT,T
Questrade RusUS MdGr,QMG,T
Questrade RusUS MdVl,QMV,T
R Split 3 Corp A Cap,RBS,T
R Split 3 Corp. Pr B,RBS.PR.B,T
Raging River Expl,RRX,T
Raven Rk StrategicUn,RRF.UN,T
Ravensource Fund Un,RAV.UN,T
RBC 1-5Yr LadCdn Bnd,RLB,T
RBC 1-5Yr LddCrp Bnd,RBO,T
RBC QuantCdnDiv Lead,RCD,T
RBC Quant CdnEqLeadr,RCE,T
RBC Qnt EAFE DivLead,RHI,T
RBC QuantEAFE Div Un,RID,T
RBC QuantEAFE Div US,RID.U,T
RBC QntEAFE EQ CAHeg,RHF,T
RBC Quant EAFE Eqty,RIE,T
RBC QuantEAFE EqtyUS,RIE.U,T
RBC Quant EmrgMktDiv,RXD,T
RBC Quant EmrgMkt US,RXD.U,T
RBC QntEmrgMktEqLdr,RXE,T
RBC QntEmrMktEqLdrUS,RXE.U,T
RBC Quant EUDivLdHeg,RHP,T
RBC Quant EU DivLdCA,RPD,T
RBC Quant EU DivLdUS,RPD.U,T
RBC Quant US DivLead,RHU,T
RBC QntUS DivLead Un,RUD,T
RBC QntUS DivLeadUSD,RUD.U,T
RBC QuantUSEqty(C-H),RHS,T
RBC Quant USEqLdr Un,RUE,T
RBC Quant USEqLdr US,RUE.U,T
RBC Stratgc GlbDivLd,RLD,T
RBC Stratgc GlbEqLdr,RLE,T
RBC Target 16 CrpBnd,RQD,T
RBC Target 17 CrpBnd,RQE,T
RBC Target 18 CrpBnd,RQF,T
RBC Target 19 CrpBnd,RQG,T
RBC Target 20 CrpBnd,RQH,T
RBC Target 21CorpBnd,RQI,T
RDM Corporation J,RC,T
Real AstIncmGro A Un,RAI.UN,T
Redhawk Resources J,RDK,T
Redknee Solutions J,RKN,T
Redline Commun Grp J,RDL,T
REIT INDEXPLUS Tr Un,IDR.UN,T
Reitman's Canada,RET,T
Reitman's Cda A NV,RET.A,T
Resolute Forest Prod,RFP,T
Response Biomed J,RBM,T
Restaurant Brnd Intl,QSR,T
Restaurant BrndLP Un,QSP.UN,T
Resverlogix Corp. J,RVX,T
Richards Pckng Un,RPI.UN,T
Richelieu Hardware,RCH,T
Richmont Mines,RIC,T
Ridgewood Cdn Bnd Un,RIB.UN,T
Rio Novo Gold Ord J,RN,T
RioCan REIT Ser A Pr,REI.PR.A,T
RioCan REIT Ser C Pr,REI.PR.C,T
RioCan Rl Est Tr Un,REI.UN,T
Ritchie Bros Auction,RBA,T
RMP Energy Inc. J,RMP,T
Rock Energy Inc. J,RE,T
Rockwell Diamonds J,RDI,T
Rocky Mtn Dealership,RME,T
Rogers Comm Cl A,RCI.A,T
Rogers Comm Cl B NV,RCI.B,T
Rogers Sugar Inc.,RSI,T
Rogers Sugar 5.7% Db,RSI.DB.C,T
Rogers Sugar 5.75%Db,RSI.DB.D,T
RONA inc.,RON,T
RONA inc. 5.25% Pr,RON.PR.A,T
Royal Bank of Canada,RY,T
Royal Bank Pr Ser AA,RY.PR.A,T
Royal Bank Pr Ser AB,RY.PR.B,T
Royal Bank Pr Ser AC,RY.PR.C,T
Royal Bank Pr Ser AD,RY.PR.D,T
Royal Bank Pr Ser AE,RY.PR.E,T
Royal Bank Pr Ser AF,RY.PR.F,T
Royal Bank Pr Ser AG,RY.PR.G,T
Royal Bank Pr Ser BB,RY.PR.H,T
Royal Bank Pr Ser AJ,RY.PR.I,T
Royal Bank Pr Ser BD,RY.PR.J,T
Royal Bank Pr Ser AK,RY.PR.K,T
Royal Bank Pr Ser AL,RY.PR.L,T
Royal Bank Pr Ser BF,RY.PR.M,T
Royal Bank Pr Ser BH,RY.PR.N,T
Royal Bank Pr Ser BI,RY.PR.O,T
Royal Bank Pr Ser BJ,RY.PR.P,T
Royal Bank Pr Ser BK,RY.PR.Q,T
Royal Bank Pr Ser W,RY.PR.W,T
Royal Bank Pr Ser AZ,RY.PR.Z,T
Ry Cdn Mint-Gold ETR,MNT,T
Ry Cdn Mint-Gold USF,MNT.U,T
Ry Cdn Mint-Sil ETR,MNS,T
Ry Cdn Mint-Sil USF,MNS.U,T
"Royal Gold, Inc.",RGL,T
Royal Nickel Corp. J,RNX,T
Royal Nickel Wt J,RNX.WT,T
RTG Mining Inc Ord J,RTG,T
RTG Mining Inc. Wt J,RTG.WT,T
Rubicon Minerals J,RMX,T
Russel Metals Inc.,RUS,T
S Split Corp Cl A,SBN,T
S Split Corp. Pr,SBN.PR.A,T
Sabina Gld & Slvr J,SBB,T
Sandstorm Gold Ltd.,SSL,T
Sandstorm Gold Wt,SSL.WT,T
Sandstorm Gold Wt B,SSL.WT.B,T
Sandvine Corp J,SVC,T
Saputo Inc.,SAP,T
Savanna Energy Corp.,SVY,T
Savaria Corp. J,SIS,T
Scandium Int'l Mng J,SCY,T
SCITI Trust Trans Un,SIN.UN,T
SciVac Therapeutc J,VAC,T
Seabridge Gold Inc J,SEA,T
Sears Canada Inc,SCC,T
Second Cup Ltd. The,SCU,T
Secure Energy Serv J,SES,T
SEMAFO Inc. J,SMF,T
Sr Secured FltgLn Un,FRL.UN,T
Sentry Prime Metal A,PME,T
Senvest Capital Inc,SEC,T
Serabi Gld plc Ord J,SBI,T
Serinus Energy J,SEN,T
Seven Generations A,VII,T
Shaw Comm Cl B NV,SJR.B,T
Shaw Comm Cl 2 Pr A,SJR.PR.A,T
ShawCor Ltd.,SCL,T
Sherritt Int'l Corp,S,T
Shopify Inc A SV,SH,T
Shore Gold Inc. J,SGF,T
Sienna Senior Living,SIA,T
Sienna Sr Living Deb,SIA.DB,T
Sierra Metals Inc. J,SMT,T
Sierra Wireless,SW,T
Silver Bear Res J,SBR,T
Silver Bull Res J,SVB,T
Silver Bullion US,SBT.U,T
Silver Bullion Un,SBT.UN,T
Silver Standard Res,SSO,T
Silver Wheaton Corp.,SLW,T
Silvercorp Metals J,SVM,T
SIR Royalty Incm Un,SRV.UN,T
Sirius XM Cda A SV J,XSR,T
Skylon Growth Tr Un,SKG.UN,T
Slate Office REIT Un,SOT.UN,T
Slate Retail Cl U Un,SRT.U,T
Slate Retail CAD Un,SRT.UN,T
Sleep Cntry Cda Hldg,ZZZ,T
Smart REIT Tr VV Un,SRU.UN,T
SMART Tech Inc.,SMA,T
SNC - Lavalin Group,SNC,T
Solitario Expl J,SLR,T
Solium Capital Inc J,SUM,T
SouthGobi Res Ltd J,SGQ,T
Spartan Engy Corp J,SPE,T
Spectra7 Microsys J,SEV,T
Spectral Medical Inc,EDT,T
Spin Master Corp SV,TOY,T
Sprott Inc.,SII,T
Sprott Phy Gld Un US,PHY.U,T
Sprott PhyPlat US Un,PPT.U,T
Sprott Phy Silver US,PHS.U,T
Sprott Resource Corp,SCP,T
St. Augustine Gld J,SAU,T
Stantec Inc.,STN,T
Star Yld Managers Un,XYM.UN,T
Starcore Intl Mine J,SAM,T
Stella-Jones Inc.,SJ,T
Stingray Digit SV,RAY.A,T
Stingray Dgt Vary SV,RAY.B,T
Stonegate Agricom J,ST,T
Stornoway Diamond J,SWY,T
Stornoway Dia USDb J,SWY.DB.U,T
Stornoway Diamd Wt J,SWY.WT.A,T
Strad Energy Serv J,SDY,T
Strategic AllocateUn,SIF.UN,T
Street Capital Group,SCB,T
Strongco Corporation,SQP,T
Stuart Olson Inc.,SOX,T
Stuart Olsn 12/19 Db,SOX.DB.A,T
Student Transport,STB,T
Student Trans 6.25Db,STB.DB.C,T
Student Trns6.25USDb,STB.DB.U,T
Sulliden Mng Cap J,SMC,T
Summit Ind REIT Un J,SMU.UN,T
Sun Life Fin Inc.,SLF,T
Sun Life Fin Pr A,SLF.PR.A,T
Sun Life Fin Ser2 Pr,SLF.PR.B,T
Sun Life Fin Ser3 Pr,SLF.PR.C,T
Sun Life Fin Ser4 Pr,SLF.PR.D,T
Sun Life Fin Ser5 Pr,SLF.PR.E,T
Sun Life Fin Sr8R Pr,SLF.PR.G,T
Sun Life Fin 10R Pr,SLF.PR.H,T
Sun Life Fin 12R Pr,SLF.PR.I,T
Sun Life Fin 9QR Pr,SLF.PR.J,T
Suncor Energy Inc.,SU,T
"SunOpta, Inc.",SOY,T
Sunwah Int'l Ltd.,SWH,T
Superior Plus Corp.,SPB,T
Superior+ 6% Deb F,SPB.DB.F,T
Superior+ 6/30/19 Db,SPB.DB.H,T
